"1035","725","136","20","25",,
"891","2","113","444","360",,
"892","1","110","285","240",,
"893","1","111","460","360",,
"894","1","112","275","240",,
"895","1","113","444","360",,
"896","6","110","285","240",,
"897","6","111","451","360",,
"898","6","112","275","240",,
"899","6","113","444","360",,
"900","668","83","365","300",,
"901","668","18","365","300",,
"902","668","82","365","300",,
"903","669","83","285","240",,
"9363","712","439","65","60",,
"1034","714","121","480","270",,
"904","669","18","285","240",,
"9364","712","438","110","80",,
"9365","712","120","45","40",,
"905","669","82","285","240",,
"9360","711","439","45","60",,
"9361","711","438","85","90",,
"906","670","83","216","150",,
"9366","712","440","50","60",,
"9362","711","440","45","60",,
"907","670","18","202","150",,
"9367","1032","439","80","60",,
"9368","1032","120","80","70",,
"908","670","82","216","150",,
"9348","710","439","20","20",,
"9369","1032","440","125","100",,
"909","671","83","135","100",,
"9349","710","438","80","70",,
"9350","710","440","40","40",,
"910","671","18","122","90",,
"9351","710","122","45","40",,
"9352","1033","438","80","60",,
"911","671","82","135","100",,
"9353","1033","120","20","20",,
"9354","1033","122","65","60",,
"912","672","83","460","360",,
"9355","1033","121","45","60",,
"9356","1034","438","125","100",,
"9357","1034","120","40","40",,
"913","672","18","450","360",,
"9358","1034","122","50","60",,
"9359","1034","121","45","60",,
"914","672","82","460","360",,
"13777","715","194","170","130",,
"915","673","83","240","200",,
"13663","6","55","350","300",,
"13664","700","18","350","300",,
"916","673","18","220","180",,
"13662","1","55","350","300",,
"13661","2","55","350","300",,
"917","673","82","240","200",,
"13643","1685","18","400","360",,
"13642","1","1079","400","360",,
"918","674","83","110","90",,
"13788","698","86","130","100",,
"13789","1167","39","130","100",,
"919","674","18","110","90",,
"13790","1167","86","130","100",,
"13791","606","34","130","100",,
"920","674","82","110","90",,
"921","675","83","152","120",,
"13610","622","459","500","300",,
"13608","1682","82","165","160",,
"13609","622","425","500","300",,
"922","675","18","135","90",,
"13607","1682","83","165","160",,
"923","675","82","152","120",,
"13586","1","297","40","40",,
"13587","1","258","230","200",,
"13588","1","296","40","45",,
"924","676","83","185","120",,
"13585","1","1057","50","50",,
"13584","1","565","242","200",,
"925","676","18","165","120",,
"926","676","82","185","120",,
"927","677","83","242","200",,
"928","677","18","225","190",,
"13563","1","1070","400","330",,
"13564","1","290","25","25",,
"929","677","82","242","200",,
"13562","1","155","700","600",,
"930","678","83","166","130",,
"931","678","18","150","130",,
"932","678","82","166","130",,
"933","679","83","400","360",,
"934","679","18","400","360",,
"935","679","82","400","360",,
"936","680","83","166","130",,
"937","680","18","150","120",,
"938","680","82","166","130",,
"939","681","83","192","150",,
"940","681","18","180","180",,
"941","681","82","192","150",,
"942","682","83","260","220",,
"943","682","18","245","200",,
"944","682","82","260","220",,
"945","683","83","85","70",,
"946","683","18","65","70",,
"947","683","82","85","70",,
"948","684","83","400","360",,
"949","684","18","400","360",,
"950","684","82","400","360",,
"951","685","83","200","150",,
"952","685","18","200","150",,
"953","685","82","200","150",,
"954","686","83","143","120",,
"955","686","18","131","90",,
"956","686","82","143","120",,
"957","687","83","86","85",,
"958","687","18","65","70",,
"959","687","82","86","85",,
"960","688","83","275","240",,
"961","688","18","275","240",,
"962","688","82","275","240",,
"963","689","83","130","110",,
"964","689","18","115","80",,
"965","689","82","130","110",,
"966","690","83","58","50",,
"967","690","18","62","60",,
"968","690","82","48","50",,
"969","691","83","150","130",,
"970","691","18","145","130",,
"971","691","82","150","130",,
"972","692","83","195","150",,
"973","692","18","195","150",,
"974","692","82","195","150",,
"975","693","83","195","150",,
"976","693","18","177","125",,
"977","693","82","195","150",,
"978","694","83","143","120",,
"979","694","18","125","110",,
"980","694","82","143","120",,
"13481","2","507","285","240",,
"13482","2","574","300","240",,
"981","695","83","444","360",,
"982","695","18","444","360",,
"983","695","82","444","360",,
"984","696","83","83","80",,
"985","696","18","80","80",,
"13776","715","801","100","70",,
"986","696","82","83","80",,
"987","697","83","299","230",,
"13792","606","574","130","100",,
"13793","698","31","130","100",,
"13794","698","38","130","100",,
"988","697","18","285","220",,
"13606","1682","18","165","160",,
"989","697","82","299","230",,
"990","698","83","315","240",,
"13583","1","282","15","17",,
"991","698","18","300","240",,
"992","698","82","315","240",,
"993","699","83","70","70",,
"994","699","18","60","70",,
"995","699","82","70","70",,
"996","679","14","160","130",,
"997","679","89","160","130",,
"998","700","14","220","200",,
"999","700","89","220","200",,
"1000","701","14","60","60",,
"1001","701","89","60","60",,
